review,stars,address,name
"Great server Ryan !!! Fabulous lunch with the girls .... calamari for app its a bit spicy but great taste. Lobster Mac & Cheese to die for ,last but not least dry aged porter house was excellent!!!!! Will def return:)",5.0,"120 W 51st St, New York, NY 10020",The Capital Grille
"After a post work shopping excursion we decided to grab dinner. Decided to check out the Wagyu and Wine promo going through May 3,2015 in the lounge area. Service was phenomenal (Lauren c was our main waitress). Wine was great. Had the pinot noir. Wagyu burger was perfectly cooked to order. Truffle fries delicious.",5.0,"120 W 51st St, New York, NY 10020",The Capital Grille
Capital Grille went above and beyond for my girlfriend's birthday dinner. They decorated the table and gave us some champagne and a delicious dessert with a candle! Lauren C was extremely nice and sweet. We definitely recommend celebrating any big event here!,5.0,"120 W 51st St, New York, NY 10020",The Capital Grille
Visited last month for dinner.   I made it before the prefix cut off.  This always a bonus and means I will spend more on wine ;).  I had the Shallot butter steak.  Steak was cooked to a perfect medium.  Soft enough to cut with a butter knife.  I was happy as usual.  As usually another great experience.  Melissa the manager always checking on everyones meal.  Remembers were I sat last time and what I ate.  Very good manager.  Staff was usual pleasant and attentive to my needs.  Food was excellent.  I wanted to eat every little bit of the mashed potatoes as they were extreemly good this night.  Finished with my favorite Creme Brulee.  Brulee was perfect and the flavor was spot on. A+++ and will come back again in a month or so.,5.0,"120 W 51st St, New York, NY 10020",The Capital Grille
Party of 5 went to this location on Sat. Oct 15 at 8:15.   Surprisingly the restaurant was only about half full.   Very clean restaurant and restrooms.  Waitress was attentive and pleasant but inexperienced; brought the lobster bisque out together with the meal.    Chicken was overly cooked and dry.   Porterhouse steak was good.   Sesame tuna was okay.  Salmon was very good.  Wine list is on an iPad that is awkward to navigation (for older people.) Overpriced and disappointed.,2.0,"120 W 51st St, New York, NY 10020",The Capital Grille
Staff = Incredible Food= Amazing Drinks= Good That Pineapple Martini is for babies I'm so glad I didn't order it my friend did lol! The Lobster Mac and Cheese YUMMMY Lamb PERFECT Steak GREAT!! I sipped on Prosecco all night I will be back in the Lounge ASAP!! It looks upsacle but yet so laid back! *cheez* XoXo,4.0,"120 W 51st St, New York, NY 10020",The Capital Grille
"Vibe: High strung steakhouse with lots of dark wood and a busy buzz Price: Expensive Service: Excellent Table Bread: Hot and delicious. Assorted focaccia, pumpernickel raisin, rolls and flat bread Food: The ribeye is one of the best in the city. Unlike most it is tender all the way through. Even in the eye. Where most other ribeye steaks are tough. Corn with bacon fat is  good side dish. Dessert: Once again the coconut cream pie deliverers excellence. Wine List: Expensive Bathroom: The most urinals I have ever seen in a bathroom. Two toilets. Parking: Garage or meeters. Tough to find free street parking in this part of town WIGB? Yes",4.0,"120 W 51st St, New York, NY 10020",The Capital Grille
"I came here for a nice dinner with the wife during Restaurant Week. Really enjoyed the restaurant. It had a nice, classy atmosphere. The servers were super friendly and professional. We ordered the Lollipop Lamb Chops from the bar menu. It was perfectly cooked and tasted delicous. It might have been the best lamb chops I ever had! I had the Bone-In Kona Crusted Dry Aged Sirloin steak for the main entree. It was pretty good, but I guess I was expecting a little better given that Capital Grille is known for their steak. The entrees did come with free sides of mashed potatoes and creamed spinach. I couldn't have enough of the creamed spinach! It had the perfect combination of spinach and cream! For desert I had the Creme Brulee, which wasn't as good as I thought it would be. The custard base was just not thick enough. It might have been the worst creme brulee I ever had! This is a nice restaurant to take a date. It also has a corporate atmosphere at the same time, so it's nice for a work dinner also. So overall, as you can see, I had both positive and negative experience with the food at Capital Grille. I'll still give it a 4 star given that the atmosphere and service was excellent. It's a restaurant I'd definitely go back to.",4.0,"120 W 51st St, New York, NY 10020",The Capital Grille
"Great food and service!!!! Rikki was not only nice but nice to look at, and he sang too! Food was actually really good, and they're open later than a lot of nice restaurants around here. We had a steak, which was done perfectly, with tons of taste and tender juiciness. The stacked Bibb salad was fresh with tons of strawberries and a tangy vinegarette. The potato bisque was creamy (without cream) with just enough texture to not taste like baby food. Truffle fries were okay- they definitely could have used a healthier dose of truffle oil and garlic. Creme brûlée was classic, with a thin sugar crunch and tons of yummy fruit on top. It was creamy and custardy without being too eggy. Ambiance is nice but not required dressy- we actually ended up swinging by last minute for creme brûlée only, dressed in tennis shoes and shorts, but the menu looked so good we ate full on meals! Thank goodness for lots of NYC walking! Must trys- creme brûlée, Gorgonzola and truffle crusted strip, stacked Bibb salad Yummilicious factor = A",4.0,"120 W 51st St, New York, NY 10020",The Capital Grille
One of our favorite restaurant when we visit New York. Great place to have wine pairing. Steaks and seafoods are great.,5.0,"120 W 51st St, New York, NY 10020",The Capital Grille
"Went for restaurant week 2015. Clam chowder was fantastic. Steak was a bit undercooked, but definitely flavorful. (no sides with the steak) My salmon was delicious although much smaller than it was on my last visit, in 2014. This year I had the crème brule.. OMG!!! i'll be dreaming about it for the rest of the week. The service was impeccable. I'm definitely a fan",4.0,"120 W 51st St, New York, NY 10020",The Capital Grille
Came here for my bday with a party of 9. I made reservations so we were seated within 10 minutes of arriving. Great service and the food was delicious. The ginger glazed salmon tasted a bit dry and over cooked but the Lobster Mac and drinks  were 2 thumbs up,4.0,"120 W 51st St, New York, NY 10020",The Capital Grille
"We had dinner on a Tuesday night and although we found a table, the restaurant was quite full. The waiter was helpful and while I enjoyed my Tenderloin, my Daughter's NY strip was a bit charred although medium from the inside. My wife's filet mignon was also good, but the mushrooms and onions with it were a bit too caramelised. Excellent wine list on an iPad; but the waiter had to rattle out the beer list. Doesn't harm them to add the beers to the alcohol menu. Overall an okay experience, but a bit dissatisfied with the Price we paid.",3.0,"120 W 51st St, New York, NY 10020",The Capital Grille
Enjoyed Thanksgiving Dinner here 2011- set menu. Wait was not long at as reservations were running on time.  Bread service was tasty - nice and warm and there was an assortment. My husband had traditional Thanksgiving meal with all the trimmings and said it was good.  I chose the fish and risotto - fish had a billion bones in it but the risotto was the BEST I ever had.  The chef was kind enough to replace my fish with roasted chicken which was delicious. Standard pies for the holiday dessert - they were pretty good. I'll have to go back again to order something off their regular dinner menu and see how we like it.,3.0,"120 W 51st St, New York, NY 10020",The Capital Grille
"We came here a couple of times during our latest NYC visit because the hubster's father loves restaurants like this: steak, seafood, with classic sides, an extensive wine list, and a staff who will bend over backwards to make sure we have a great night. As the hubster's niece said, ""This place is like a scene out of 'Mad Men.'"" And yes, it's a classic chophouse that serves suits but they know how to cater to families/tourists who are visiting the Big Apple looking for the Big Apple experience. Steaks done perfectly medium rare and lobster all buttery and melty in your mouth. Even the breads are good! I also had the tuna tartare the second night as (believe it or not) I was meated out. The rice that came with the tuna, however, was mushy. Yes, I know you're not an Asian joint, but everyone should know how to cook rice! All the soups were luscious and tasty: the French Onion, the lobster bisque, and the clam chowda were all robust and could've been a meal on their own. And you have to get their cheesecake. It is AMAZE-BALLS! I even love the crust and I'm usually not a crust-girl at all; I only eat the insides of pies for example. Seriously, I'd come back just for that cheesecake which was a hit with our table of 8. And when we came back the second night, we got the private room in the back because Jay, our fabulous waiter the night before, was there and wanted us at his station again. They even brought out a HONKING piece of divine chocolate cake for a Birthday celebrant in our group. And they have decent prices for what they offer. You can't really go wrong here.",4.0,"120 W 51st St, New York, NY 10020",The Capital Grille
"Had a wonderful dining experience beginning with the wonderful server, Mike, at the bar who prepared a beautiful Stoli martini with infused pineapple vodka.  Our server, Michael and his assistant Mohammed were both excellent and our water glass was always filled, our bread basket was full and the service was wonderful.  We both loved the lamp chops and mashed potatoes and spinach.  The creme brulee dessert garnished with fresh berries was delicious.  The manager Nick came over to check that everything was to our satisfaction.  They know how to run a great restaurant. This is a great place to dine before or after the theater.",5.0,"120 W 51st St, New York, NY 10020",The Capital Grille
"Had the cheeseburger with truffle fries. Was definitely a tasty burger, cooked to medium rare at my request.  Also had a couple of the desserts shared between 4 people total; we had the cheesecake with strawberries and berries in cream, both quite delicious.  A tad pricy, as the total per person was prob 35 including tax/tip, but not too bad.",3.0,"120 W 51st St, New York, NY 10020",The Capital Grille
"Came here fo the quarterly guys night out. Had the cowboy ribeye medium rare and mac & cheese as a side. You know the mac was good if I broke Paleo to have some. There was bread, too--I think. It's a classy place as we ran into basketball players and celebrities in the lobby among all the suits (we're advertisers, we fit in with everyone).",5.0,"120 W 51st St, New York, NY 10020",The Capital Grille
"So, I usually give high rated reviews because I am kind of an easy grader. But this place gets a 3 star for one reason: Service. My friend and I came here during Restaurant Week, so we felt so rushed. It was irritating. I also work at a restaurant participating in RW also but we do not rush our service. When I told the server that we are going to order from the RW menu, he looked disappointed. Continuously asking if we are done if each plate while I was still eating from it.. was annoying. Good service (with good food) makes customers return. At one point, we had our desserts flung to our table with no utensils for like 5 mins... uhhh what. The food- The clam chowder was good. Also, the filet mignon was really good too. The mashed potatoes were amazing, very creamy. The chocolate cake dessert was also good. I really wanted to try the lobster mac & cheese, but I found myself too full :( Hopefully next time.. if there is a next time.",3.0,"120 W 51st St, New York, NY 10020",The Capital Grille
Great Capital Grille location! Went here to celebrate a birthday recently. They greeted us with a shot of pineapple infused vodka - very non traditional. Best side dish by far is the lobster macaroni and cheese; I get it every time. I typically alternate between the tenderloin with poached butter tails and the steak with Gorgonzola - both excellent choices. The oysters are fresh as well.,5.0,"120 W 51st St, New York, NY 10020",The Capital Grille
"Was decent. Did restaurant week here. Clam chowder was good. Bone in sirloin - eh. Was cooked well, but just seemed really lacking in flavor. (Granted my last steakhouse before this was Peter Luger's so maybe too high expectations?) Sides - mashed potatoes and green beans were both tasty ***also got some Truffle fries - DEFINITELY ORDER THIS, hella good.*** Creme brulee - for some reason this dish took forever to come out, that was kind of annoying. Basic tasty brulee. Date ordered the chicken, was pretty good too. Thought it would be dry since it was a large breast, but was juicy and flavorful. Ok, this place is more of a 3.5 really, the steak just kinda took things down a big notch for me I guess, because everything else was good. Waiter also gave me a card with his number on it at the end. Thought that was a bit odd lol. Felt bad leaving it on the table so I threw it into the leftovers bag. Oh, one cool thing is that their wine list is on an ipad. Thought that was kinda neat.",3.0,"120 W 51st St, New York, NY 10020",The Capital Grille
"Food, service, and ambiance were superb as always. My steak was cooked perfectly. No complaints! If you go for restaurant week, go for lunch. The sirloin salad never fails.",5.0,"120 W 51st St, New York, NY 10020",The Capital Grille
"We came here for restaurant week, and seemed to have been judged for it by the waitress (shoulder-level hair, brunette; black thick-rimmed glasses). She was very cold with us and seemed to try to get us out of the restaurant as soon as we arrived. Beware, you will be judged here. The food was decently good. The creme brulee had a sub-par finish, but the flourless chocolate cake was delicious. The  Parmesan fries and truffle burger were impressive.",2.0,"120 W 51st St, New York, NY 10020",The Capital Grille
"WHOAAAAAAAA Didn't expect to have such a good time here.  We settled on The Capital Grille for Restaurant Week because we found out Salt & Fat was closed due to being on vacation (sadface) so this was our next option. Place is sleek, dark, classy, and romantic.  It's huge, and I loved how the kitchen wall had clocks in different time zones for Chicago, Tokyo, London, etc along with old-fashioned paintings and a huge glass paneled room filled with racks and racks of wine.  Very classy. Our waitress Adrienne had such an amazing personality.  She really cared about us, and knew her stuff from top to bottom.  Since we were going to go drink later, we ordered Diet Cokes with multiple refills, but she only charged us for one drink each.  When we drained our glasses, we were talking about getting another refill when she just appeared out of thin air, tray full of Diet Cokes and replacing ours.  Water glasses never ran empty, and we were always made sure we were checked on upon. I ordered the bone-in aged Kona steak, and my friend ordered the 8 oz filet mignon.  We ended up switching dishes because we liked each other's more.  Filet mignon cut through like butter and I didn't even need A1 sauce (go ahead, tell me that I'm tacky) to eat it. We also ordered the creamed spinach, mashed potatoes, and lobster mac & cheese.  Like everyone else, the lobster mac & cheese was the show stealer.  They breaded their macaroni so that it was crispy on the outside and soft and cheesy when you bit into it.  It was so rich, I had to doggy bag it home (which they do for you in this adorable paper bag wrapping) Creme brulee - so good.  It comes with an assortment of strawberries, raspberries, and blueberries on top.  I finished the whole thing, and I rarely ever finish desserts because I'm so full by the end.",5.0,"120 W 51st St, New York, NY 10020",The Capital Grille
"My first Yelp review and my first time at Capital Grille! I thoroughly enjoyed my meal. I started with a Ceasar Salad and had the Salmon as my entree, it was delightful, as were the mashed potatoes. I opted to finish off my meal with a nice cheesecake. My server name was Josue, he did an excellent job of checking on the table for anything we might have needed. If you are ever in the area, give this place a try!!",5.0,"120 W 51st St, New York, NY 10020",The Capital Grille
"Came here on Friday night for Restaurant Week and ordered the caesar salad, 8 oz filet mignon with the jumbo shrimp upgrade option ($10 extra), mashed potatoes, and cheesecake for dessert. The ""caesar salad"" that came out was actually a garden salad. Me and my friend realized this mix-up when actual caesar salads were brought out to the table next to us. Not cool. Filet mignon was juicy and tender, but the sauce(?) was a little sweet for my liking. My upgrade option came with 3 grilled jumbo shrimps, and they were cooked to perfection! Very nice addition to my meal. My other friend ordered a medium rare kona crusted sirloin and it was VERY good, but on the chewy side. The sauce on her steak was delicious. Mashed potatoes were very good - creamy and soft. The cheesecake was good, but the top of the cake had a burnt taste to it. It wasn't exactly bad, but I could have done without it. Their wine menu is VERY extensive -- I think our waitress mentioned over a thousand options. We ordered a $30 bottle of prosecco and we really enjoyed it! Service was amazing. Our waitress checked up on us often, and was really friendly the whole time. I didn't get a single bad vibe from her, or anyone working there for that matter. Good steak! Definitely come here for restaurant week - you will not be disappointed. I think the regular pricing for their steaks are around $45, so it's definitely affordable even if you don't visit for restaurant week!",4.0,"120 W 51st St, New York, NY 10020",The Capital Grille
"Great job was done by the restaurant in both celebrating a birthday with grace and delicious style, and accommodating me as a vegan...in a steakhouse!  Not wanting to drag down the fun of my meat eating friends and family can make going out to dinner frustrating and often results in a green side salad and baked potato, but not this time! Service from Alyssa was impeccable and she really helped to make our experience. all of the meat eaters loved their steaks, and my vegan options were either a grilled tofu steak over veggies or a pasta with veggies - I gave into the carb attack and had the pasta which was very pleasant.",5.0,"120 W 51st St, New York, NY 10020",The Capital Grille
"I ordered the filet & shrimp with brussel sprouts and mash potatoes as my accompaniments. The steak was nicely seasoned and tender, the sides were good as well but overall my date and I agreed that the meal was just... meh. This is officially not my favorite NYC steakhouse.... but I wouldn't turn down a meal here either.",3.0,"120 W 51st St, New York, NY 10020",The Capital Grille
"Awesome! With its dark wood paneling and large portraits on the walls, this place has the old school upscale vibe/charm to it. A friend and I had dinner here recently during restaurant week. The service was very professional, efficient & friendly without being over bearing. They have a fairly extensive wine list with several very reasonably priced bottles within the $50 range. We started with the ceasar salad & the field greens, followed by the 8oz Filet & Parmesan and Herb marinated Tournedos for main course. Both were cooked to perfection. Got mashed potatoes & fresh Creamed spinach for sides. For dessert we had the Classic Creme Brulee & Flourless Chocolate Espresso Cake. Both - divine. Over all we had a great dining experience and look forward to coming here again.",4.0,"120 W 51st St, New York, NY 10020",The Capital Grille
"There were a group of us (5) that stopped by here for dinner last friday. Decor is very nice, and the restaurant has a nice vibe to it. We waited for about 20 mins for our table, and then were taken to the quiet room off the bar at the front of the restaurant.  This space seemed a little out of the way, and didn't have the same vibe as the rest of the space. Our waitress was nice and friendly, however she probably had too many tables, and was difficult to find when we needed anything. Once we ordered our food, it took some time before we received our appetizers.  We ordered the mozzarella and tomatoes, along with the calamari. Calamari was decent, however, you could only eat a small portion due to the saltiness of the hot peppers.  The mozzarella (caprese salad) was terrible... enough that after 1 bite, we returned it. For the main course, we all ordered individual items, and some sides. I had the tuna steak, and it was a nice piece of fish, however didn't have much flavor at all. The ginger rice was decent. The best items were the sides.. we had the mashed potatoes (amazing), along with the spinach (really good), and the mushrooms (really good). We decided not to order desert, as it was taking too long. Overall, not a great dining experience.",2.0,"120 W 51st St, New York, NY 10020",The Capital Grille
After seeing a delightful NYC Rockettes show at Radio City we stumbled upon this Cap Grill on a warm 2013 December night. We had a drink at the bar while we waited for a table. Fantastic ppl watching. Great host and hostess who seated us within twenty minutes of what was going to be an hour long wait. I loved our table. We were seated around families but the noise level was fine. We had Calamari for an app. He had the French Onion soup while I had a house salad. He settled on a Ribeye and I did a filet Oscar style. I wanted it well done which my friend strongly objected to! The waiter happily obliged. My steak was great. We shared a Creme Brûlée for dessert.  The staff was courteous. It was a wonderful night .,3.0,"120 W 51st St, New York, NY 10020",The Capital Grille
"This place is beautiful, service was great and the food was so delicious!  Love the painting of historical famous people around the restaurant. I went to this place for restaurant week during the winter with my friend.  Waiter greeted us and introduced himself.  Asked us what we would to drink and offered us the wine list on an iPod.  We didn't order any wine.  We just drink water.  We were hungry for steak lol.  They start you off with a basket of bread (varies type) with a small plate of butter.  The bread was fresh.  Loved the garlic bread and the one with fruit in it.  The waiter even scraped the crumbs off the table before the appetizers arrive. Appetizer -  my friend and I both ordered a Caesar side salad.  Cannot go wrong with a salad.  It was good. Entree -My friend ordered 8oz fillet mignon and I ordered Bone-in dry aged sirloin steak 14oz.  Both medium well.  Side dishes were mashed potatoes and french string beans with heirloom tomatoes.  My steak was amazing!  Cooked the way I wanted.  It was perfection.  Well seasoned.  The same with my friend fillet mignon.  The sides was really good especially the mashed potatoes.  Buttery and seasoned with herbs.  Also it had bits of the potato skin in the mash. Dessert- we ordered flourless chocolate cake and ClassiC Crème Brûlée.  Both are very good! Our waiter was very nice and provided great service.  We told the waiter to send our complement to the chef.  We received a complimentary card for calamari to use on our next visit.  Would definitely come back here again.",5.0,"120 W 51st St, New York, NY 10020",The Capital Grille
"Great place to enjoy dinner. Had the kona 18oz steak, did not disappoint. Service was exceptional and the atmosphere is perfect for a relaxed and formal setting. Wife and I celebrated our anniversary here and were glad we did. Really enjoyed the flourless espresso cake and clam chowder as well.",5.0,"120 W 51st St, New York, NY 10020",The Capital Grille
"Great restaurant!  I was really impressed by how fast this place's service was, although I was kind of looking for a little bread to start off with. I ordered the clam chowder to start off with, and it's probably some of the best chowder I ever had! For my entrée,  I ordered the chicken and was kind of perturbed by the dry taste it had. I also wish the meal had more side dishes, because the only other food it came with was carrots, which were also a little hard to bite into. For dessert,  I had a delicious chocolate espresso cake, although kind of dry. Overall, I'd give this place a 3, but.......this place had some of the best clam chowder I've ever had and had a cake, that tasted like a mocha espresso from Starbucks.  I'm gonna be generous, and give this place a 4 out of 5.",4.0,"120 W 51st St, New York, NY 10020",The Capital Grille
Dined here last night for the restaurant week menu and had a positive experience.  We were a party of four dining for a friend's birthday. They provided the birthday girl with a handwritten bday note and a complimentary dessert plate with a candle. Service was friendly and attentive.  Everyone was pleased with their filet mignon orders and I had the salmon which i thoroughly enjoyed.  Side orders were great and I highly recommended the mashed potatoes..so creamy and decadent.,5.0,"120 W 51st St, New York, NY 10020",The Capital Grille
"My parents were in town for the weekend and as per tradition, I took them to a steakhouse. I had recently taken my sister to the location in midtown east for her birthday and we had a phenomenal time; I decided to give this location a try because my parents were staying closer to this location. I will preface this with the fact that this was restaurant week. When we first arrived, the restaurant was packed. There were probably about 6 or more groups waiting for a table in the main entry way. I actually ran into someone using the revolving door because people were so jammed in there. I arrived 15 minutes early for my reservation and tried to check in. They could not find my reservation under my name, so the hostess politely called the other location. I checked in again and we found my reservation (under a different last name). We were seated about 20 minutes late, but didn't mind as we were enjoying wine at the bar. (the hostess was awesome! Friday evening 2/21) We were shown to a table by a very unfriendly gentleman. I had seen a couple other parties sat and the people who showed them their tables (they have about 3 people doing this) were very friendly and polite and explained the menu options. Ours however clearly had an issue with seating us the 50 feet from the hostess stand. This began the rude encounter of dinner. Our waitress approached the table, but did not introduce herself. I believe her name was Tracie, but could be mistaken as I was too scared to look her in the eye. She took about 5 minutes to fill our water glasses and then another 10 before she bothered to check back for a drink order. She was rude from the very moment she took our wine order. As people have mentioned- the bread basket here is amazing. So delicious. We opted to order from the pre-fixe menu because it is a pretty good deal. As we were placing our order, the waitress continued her snobby attitude. When attempting to order the caesar salad with no dressing, the waitress looked at me and said ""you do realize thats just a plate of romaine lettuce?"" Having ordered this before, I know that this in fact includes cheese and croutons as well. She proceeded to have a 30 second argument about this. After taking my order, she continued to my mother. Now I realize to give five minutes to a table is precious time in the serving industry (I have a serving job as well), but I have NEVER cut anyone off. As my mother was deciding her dessert the waitress was apparently too busy to wait the 30 seconds and cut my mother off and continued to my father. When the salads came, they placed all the wrong orders in front of the wrong patron. I am pretty sure that you use seat numbers at this restaurant to avoid this type of issue. When we all swapped salads, we finally dug in. They were OK. The mixed green salad seemed as though it came from a bagged mix and the dressing was watered down. Again, when the entree's showed up, they were delivered to the wrong patron. While I realize this is nit-picking, it is still supposed to be a ""high end"" steakhouse. The entree's were subpar. The cook on the steaks were all correct, but they lacked seasoning. Our waitress barely asked how our food was, let alone offered any fresh pepper as I saw all the other waiters offering their tables. This would have helped with the flavor inconsistency. Dessert was the highlight of the evening, but I highly doubt they have their own pastry chef in house. If they do- Delicious and amazing! All in all it was a pretty disappointing experience. My parents never complain about service and enjoy dining in NYC because they are not from here. However, even my parents thought it was pretty bad. As a server, I always leave 20% even if the service isn't my favorite because this is someones income. However, we did NOT leave 20% at this table. I am sure the waitress rolled her eyes and was not happy, however, the tip reflects the service. I wish I could have left less and not have felt guilty about it. She was rude and inattentive. Do yourselves a favor. Hop the subway to grand central and eat at the location in midtown east- it is a much better overall experience.",2.0,"120 W 51st St, New York, NY 10020",The Capital Grille
"Came here for dinner during restaurant week. Very nice dim setting environment. Now onto the food. My gf and I shared the wedge with blue cheese and smoked bacon, clam chowder, filet mignon, NY strip, creme brulee, and the chocolate cake. The NY strip + filet mignon (MEDIUM RARE PLZZZ) are very tender and juicy.The creme brulee is very sweet and caramelized and the  cake has a very rich flavorful chocolate taste. Service was very great and waiters were very attentive. Awesome dinner for the price!",5.0,"120 W 51st St, New York, NY 10020",The Capital Grille
"We have a tradition of going to the Capital Grille for our anniversary. The food is always great and they have excellent service.  If you call ahead and let them know what you are celebrating they go out of their way to make it special especially the Phoenix location.  We have had free champagne, desserts, and they will decorate your table for the occasion.",5.0,"120 W 51st St, New York, NY 10020",The Capital Grille
"Nice environment! But too many people last night..recommended fresh oysters for appetizer, bone-in know crusted dry aged ny strip.",4.0,"120 W 51st St, New York, NY 10020",The Capital Grille
"Dined here last Friday, pre-theatre, with my girlfriend and one of our friends. Being that we we seeing a show, we all ordered off the pre-theatre menu, which is a great deal for $39. It's pretty much equivalent to a Restaurant Week meal. You're given three or four choices per course and for our appetizers, we ended up ordering the Ceasar Salad and Clam Chowder. For our entrees, we had one filet, one Kona Crusted Dry-Aged Sirloin with Shallot Butter and one Double Cut set of three Lamb Rip Chops. Appetizers were very yummy all around. The clam chowder was hearty, but not overly thick and had a good amount of clams. The Ceasar Salad with fresh and well dressed. Moving on to the mains, I ordered my lamb chops medium rare and they arrived perfectly cooked, very juicy and very tasty. They did come resting on oil and vinegar, which I just brushed off. As for the filet, just note that on their online menu, it lists a 10 oz filet, but once you're in the restaurant, the menu lists an 8 oz filet. Anyways, the filet, also ordered medium rare, came perfectly cooked, but was otherwise underseasoned and somewhat bland. The same goes for the sirloin - perfectly cooked at medium rare, but maybe it was the Kona crusting? Something was off - it lacked the good and sizzling charred taste of a sirloin. In terms of the sides - mashed potates and creamed spinach, we had two orders of potatoes and one of spinach. Both were excellent. You could really taste the butter and the milk in the potatoes too. We all opted for the sorbet for dessert and chose mango and lemon as our flavors. For whatever reason, we were all served two scoops of mango and one of lemon. Both were yummy, but it would've been nice to have more lemon. Service was overall very friendly and professional, but after we arrived back home, there was a major gaffe. In addition to taking our leftover meat home, we'd also asked for the remained of the potatoes and spinach (there was a lot of each), as well as the remainder of the bread, since there was a lot and it'd otherwise just get thrown away. Upon looking at our food the next day, no bread was included and we barely got any potatoes or spinach. Sigh... almost makes the $39 per person for the theatre menu not worth it. In the end, disappointing.",3.0,"120 W 51st St, New York, NY 10020",The Capital Grille
"Took my wife and kids there during a 4 day trip to NYC for Xmas.  We went to dinner after a show at Radio City.  The Capital Grille did not disappoint.  Great location, the food was wonderful, and the service was outstanding.  Big shout out to Edgar Tzul our waiter for the evening.  Super knowledgable and just a a great personality.",4.0,"120 W 51st St, New York, NY 10020",The Capital Grille
The steak is a lit bit salty and heavy for me.The restaurant and the service is quite nice.A lit bit disappointed with the attitude of reception lady.,4.0,"120 W 51st St, New York, NY 10020",The Capital Grille
"Great place, very corporate ambiance so it's pretty good for your business meetings. Service is on point, food is good, American steakhouse type. I ordered the tuna and was good.",5.0,"120 W 51st St, New York, NY 10020",The Capital Grille
"Great choice for restaurant week.  Of the many menus I scoped out, theirs was definitely one of the most substantial and best bang for your buck. For the $38 dinner option you get a choice of appetizer (garden salad, caesar salad or NE clam chowder), entree (3 steak choices - 8 oz filet, two 4 oz medallions, 14 oz seared sirloin or a fish/salmon), choice of side (mashed potatoes or creamed spinach) and dessert (creme brulee, flourless chocolate espresso cake, ice cream vanilla/choc/strawberry or sorbet mango/peach/lemon).  It sounds like a lot of food, and believe me, it is. But is the food good you ask?  Well the clam chowder was decent.  Not very thick but had a good flavor.  My friend's caesar salad looked pretty good and the size was pretty big.  The steaks were solid.  The filet had a great flavor and was very tender.  The sirloin was also very good.  It wasn't as amazing as a Peter Luger steak, but it was still pretty decent and the meat was surprisingly tender for a sirloin cut.  The sauce/gravy that they used was also quite tasty. The sides were pretty huge.  I ordered the mashed and my buddy ordered the spinach and it was more than enough to share for 2 people.  The potatoes were quite tasty, though the spinach was a bit too creamy for my taste. The desserts were okay.  The sorbets felt surprisingly heavy and were a bit too sweet.  The chocolate espresso cake was also pretty heavy. Net net, this menu is a pretty darn good deal for restaurant week.  If you're in the mood for steak, this is definitely a place worth considering.",4.0,"120 W 51st St, New York, NY 10020",The Capital Grille
"Decent place for food. Nothing blowing you away but quality is solid and consistent. They serve a lot of business diners so they check with your schedules ahead of time and manage to that. Ambiance is quite , there are enough room and privacy from your seat and your neighbors. Great for a business lunch.",4.0,"120 W 51st St, New York, NY 10020",The Capital Grille
I think capital grille is kind of overrated/overpriced starter we got the calamari super spicyyyyy! otherwise its good nothing special shared lobster mac n cheese ppl seems to kill for this but i thought it wasn't the best i've ever had i got the porterhouse. it just tasted like the meat was boiled then seared for cripsyness... wasn't the melt in your mouth kind of steak my gf got the filet and that was a bit better. nothing extraordinary... meh~,2.0,"120 W 51st St, New York, NY 10020",The Capital Grille
Consistently great! Dined here last evening and both food and service were excellent - as always! Our very favorite NYC restaurant!,5.0,"120 W 51st St, New York, NY 10020",The Capital Grille
